feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
City of Edinburgh,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,20% most deprived,All,All,All
West Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,Don't Know,6,All,All,20% most deprived,All,All,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,39,All,All,20% most deprived,All,All,All
West Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,20% most deprived,All,All,All
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,1,All,All,All,All,Adults,All
Inverclyde,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,20% most deprived,All,All,All
Scotland,2018,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,20% most deprived,All,All,All
North Lanarkshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,20% most deprived,All,All,All
City of Edinburgh,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,20% most deprived,All,All,All
Dundee City,2018,distance_to_nearest_green_or_blue_space,Don't Know,7,All,All,20% most deprived,All,All,All
Renfrewshire,2014,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,20% most deprived,All,All,All
Inverclyde,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,30,All,All,20% most deprived,All,All,All
East Ayrshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,60,All,All,20% most deprived,All,All,All
City of Edinburgh,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,All,20% most deprived,All,All,All
South Lanarkshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
North Ayrshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,54,All,All,20% most deprived,All,All,All
Inverclyde,2018,distance_to_nearest_green_or_blue_space,Don't Know,4,All,All,20% most deprived,All,All,All
North Ayrshire,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,20% most deprived,All,All,All
West Dunbartonshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,30,All,All,20% most deprived,All,All,All
Scotland,2017,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,All,All,All,All,All,All
Dundee City,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,46,All,All,20% most deprived,All,All,All
Inverclyde,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,20% most deprived,All,All,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
North Lanarkshire,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,20% most deprived,All,All,All
City of Edinburgh,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
City of Edinburgh,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
Inverclyde,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,60,All,All,20% most deprived,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,20% most deprived,All,All,All
Glasgow City,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,16,All,All,All,All,All,All
Inverclyde,2017,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,20% most deprived,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Dundee City,2017,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,20% most deprived,All,All,All
Clackmannanshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,20% most deprived,All,All,All
West Dunbartonshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,11,All,All,20% most deprived,All,All,All
Renfrewshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,20% most deprived,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,20% most deprived,All,All,All
North Ayrshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,80% least deprived,All,All,All
Glasgow City,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,51,All,All,80% least deprived,All,All,All
Falkirk,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,80% least deprived,All,All,All
Renfrewshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,All,20% most deprived,All,All,All
North Lanarkshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,60,All,All,80% least deprived,All,All,All
Moray,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,All,All,All,All,With Children,All
Dundee City,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,56,All,All,80% least deprived,All,All,All
Inverclyde,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,21,All,All,20% most deprived,All,All,All
Dundee City,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
West Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,31,All,All,20% most deprived,All,All,All
North Lanarkshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,20% most deprived,All,All,All
City of Edinburgh,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,71,All,All,20% most deprived,All,All,All
West Dunbartonshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,20% most deprived,All,All,All
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,20% most deprived,All,All,All
Renfrewshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,20% most deprived,All,All,All
West Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,48,All,All,20% most deprived,All,All,All
East Ayrshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,20% most deprived,All,All,All
Renfrewshire,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
North Ayrshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,20% most deprived,All,All,All
Inverclyde,2016,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
West Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,6,All,All,20% most deprived,All,All,All
Scotland,2019,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
North Ayrshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,16,All,All,20% most deprived,All,All,All
Renfrewshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,20% most deprived,All,All,All
Clackmannanshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,20% most deprived,All,All,All
North Ayrshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
West Lothian,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,51,All,All,20% most deprived,All,All,All
City of Edinburgh,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,20% most deprived,All,All,All
Clackmannanshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,2,All,All,All,All,With Children,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,All,All,Pensioners,All
Dundee City,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,23,Male,All,All,All,All,All
Aberdeenshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,All,All,All,With Children,All
North Lanarkshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,Male,All,All,All,All,All
Na h-Eileanan Siar,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,All,All,Adults,All
Highland,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,All,All,With Children,All
Highland,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,14,All,All,All,All,Adults,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,Female,All,All,All,All,All
Aberdeenshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,Male,All,All,All,All,All
Highland,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,All,All,Pensioners,All
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,With Children,All
East Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,All,All,Adults,All
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,All,All,Pensioners,All
North Lanarkshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,All,All,Pensioners,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,35,All,All,All,All,Adults,All
Angus,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,Adults,All
East Lothian,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,8,All,All,All,All,Pensioners,All
East Lothian,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,All,All,Adults,All
East Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,28,All,All,All,All,Adults,All
Inverclyde,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,All,All,All,Adults,All
Dundee City,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,34,All,All,All,All,Pensioners,All
Argyll and Bute,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,All,All,All,Adults,All
Highland,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,Female,All,All,All,All,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,34,All,All,All,All,With Children,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,38,All,All,All,All,Pensioners,All
West Lothian,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,All,All,Adults,All
West Lothian,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,All,All,With Children,All
Moray,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,14,All,All,80% least deprived,All,All,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,59,All,All,80% least deprived,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,80% least deprived,All,All,All
East Dunbartonshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,All,80% least deprived,All,All,All
Highland,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,11,All,All,80% least deprived,All,All,All
Scottish Borders,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
City of Edinburgh,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,80% least deprived,All,All,All
South Ayrshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,80% least deprived,All,All,All
South Lanarkshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,80% least deprived,All,All,All
East Ayrshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,All,All,All,Pensioners,All
Moray,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,80% least deprived,All,All,All
Moray,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,80,All,All,80% least deprived,All,All,All
East Ayrshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,3,All,All,All,All,Adults,All
Perth and Kinross,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,80% least deprived,All,All,All
Scotland,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,80% least deprived,All,All,All
East Ayrshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,Female,All,All,All,All,All
Clackmannanshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,2,Female,All,All,All,All,All
West Lothian,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,All,All,All,All
North Lanarkshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,All,All,All,With Children,All
West Lothian,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,Male,All,All,All,All,All
Clackmannanshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,1,All,All,All,All,Adults,All
Dundee City,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,31,All,All,All,All,All,All
Midlothian,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,All,All,All,Pensioners,All
Angus,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,All,All,All,All
Moray,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,80% least deprived,All,All,All
Clackmannanshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,2,All,All,80% least deprived,All,All,All
Na h-Eileanan Siar,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,All,All,Pensioners,All
Falkirk,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,All,All,Adults,All
Dundee City,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,24,All,All,All,All,All,All
East Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,29,All,All,All,All,With Children,All
Highland,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,Male,All,All,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,Male,All,All,All,All,All
Falkirk,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,Pensioners,All
Clackmannanshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,All,All,Adults,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,All,All,Adults,All
Orkney Islands,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,29,Male,All,All,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,All,All,With Children,All
